127,Species,Gender,Colour,Different legs?,Leg colour,Missing track,Organic,Name tag,Flippy shirt
121,Dog,F,Aqua,N,,Lure,Sound,Silly,N
130,Cat,F,Orange,Y,Beige,Drop,Trhrow,Fancy,N
133,Rabbit,F,Crimson,N,,Drop,Throw,Zany,N
104,Cat,F,Periwinkle,N,,Trap,Lure,Poetic,N
110,Rabbit,M,Coral,N,,Drop,Throw,None,N
134,Cat,M,Black,N,,Drop,Throw,Fancy,N
109,Cat,F,Lavender,N,,Drop,Lure,Shivering,Y
107,Cat,F,Cream,N,,Drop,None,Poetic,N
78,Crocodile,F,Rose pink,N,,Drop,None,Member,N
110,Crocodile,M,Toonfest blue,N,,Trap,Throw,Whimsical,N
107,Mouse,M,Spooky purple,N,,Trap,Throw,Whimsical,N
122,Cat,F,Steel blue,N,,Trap,Throw,None,N
95,Cat,F,Periwinkle,N,,Trap,Lure,Shivering,N
105,Mouse,F,Peach,N,,Drop,None,Poetic,N
100,Rabbit,F,Lavender,N,,Lure,Throw,None,N
108,Cat,F,Peach,N,,Trap,None,Toonfest,N
106,Cat,F,Brown,N,,Drop,Lure,Whimsical,N
62,Deer,F,Amber,N,,Drop,None,None,N
95,Dog,M,Aqua,N,,Trap,Lure,Poetic,N
104,Pig,F,Yellow,N,,Drop,Squirt,Boardwalk,N
79,Cat,F,Bubblegum,N,,Drop,None,None,N
104,Horse,M,Steel blue,N,,Drop,Throw,None,N
108,Mouse,F,Emerald,N,,Trap,Throw,Western,N
110,Cat,M,Blue,N,,Trap,Throw,Boardwalk,N
78,Duck,F,Rose pink,N,,Trap,None,None,N
71,Mouse,M,Bright red,N,,Trap,Lure,None,N
110,Rabbit,F,Steel blue,Y,Light blue,Toon-up,Drop,Spooky,N
97,Cat,F,Crimson,N,,Trap,None,None,N
105,Cat,F,Yellow,N,,Trap,Sound,None,N
67,Deer,F,Light blue,N,,Lure,None,None,N
106,Monkey,F,Bubblegum,N,,Drop,None,None,N
108,Mouse,M,Blue,N,,Trap,None,Whimsical,N
83,Cat,F,Royal blue,N,,Drop,None,None,N
124,Cat,M,Lime green,Y,Teal,Trap,Throw,Action,N
118,Bear,M,Lavender,Y,Steel blue,Drop,Sound,Practical,N
103,Dog,F,Coral,N,,Trap,None,None,N
103,Mouse,F,Slate blue,N,,Lure,None,Member,N
127,Cat,M,Tan,Y,Rose pink,Toon-up,Sound,Silly,N
106,Rabbit,F,Peach,N,,Trap,Throw,Western,N
71,Dog,F,Tan,N,,Trap,None,None,N
114,Rabbit,F,Periwinkle,N,,Drop,None,None,N
100,Duck,M,Spooky purple,N,,Drop,Throw,Toonfest,N
81,Cat,M,Beige,N,,Trap,Sound,Shivering,N
110,Cat,F,Orange,N,,Drop,Throw,Poetic,N
90,Mouse,F,Brown,N,,Trap,None,None,N
70,Cat,F,Black,N,,Toon-up,None,None,N
107,Dog,F,Spooky purple,N,,Trap,Throw,Wonky,N
99,Rabbit,F,Lavender,N,,Trap,Throw,None,N
137,Dog,M,Orange,N,,Sound,Trap,Triumphant,Y
119,Cat,M,Sienna,N,,Drop,Throw,Boardwalk,N
78,Crocodile,M,Dark green,Y,Emerald,Trap,None,Boardwalk,N
83,Horse,M,Pink,Y,Purple,Toon-up,None,Member,Y
122,Cat,F,Brown,Y,Bright red,Trap,Throw,Fancy,N
137,Cat,M,Blue,Y,Ice blue,Toon-up,Sound,Triumphant,Y
87,Duck,F,Pink,N,,Drop,Toon-up,None,N
109,Deer,F,Beige,N,,Trap,Drop,Whimsical,N
117,Dog,M,Toonfest pink,N,,Drop,Throw,Poetic,N
104,Duck,M,Toonfest pink,N,,Trap,None,None,N
75,Mouse,M,Steel blue,N,,Trap,None,Poetic,N
75,Mouse,M,Steel blue,N,,Trap,None,Poetic,N
105,Duck,F,Bright red,Y,Citrine,Drop,Sound,None,N
120,Deer,F,Aqua,Y,Royal blue,Toon-up,Throw,Poetic,N
126,Monkey,F,Ice blue,N,,Drop,Throw,Whimsical,N
137,Cat,M,Dark green,Y,Emerald,Sound,Throw,Triumphant,N
124,Horse,M,Bubblegum,Y,Aqua,Toon-up,Throw,Practical,N
137,Rabbit,M,Spooky purple,N,,Drop,Throw,Triumphant,N
112,Cat,M,Periwinkle,Y,Royal blue,Lure,Throw,Action,N
137,Dog,M,Royal blue,Y,Crimson,Trap,Sound,Triumphant,N
137,Cat,F,Bright red,N,,Drop,Throw,Silly,N
108,Cat,F,Peach,N,,Trap,None,Toonfest,N
103,Crocodile,M,Emerald,N,,Trap,Throw,None,N
113,Cat,F,Bright red,N,,Toon-up,None,Poetic,N
110,Dog,F,Crimson,N,,Drop,Throw,Poetic,N
137,Cat,M,Mint green,Y,Emerald,Trap,Sound,Fancy,N
106,Dog,F,Coral,N,,Drop,Throw,None,N
108,Cat,M,Purple,N,,Trap,Throw,Wonky,N
80,Horse,M,Aqua,N,,Drop,None,None,N
131,Cat,F,Periwinkle,N,,Trap,Throw,Fancy,N
84,Cat,M,Beige,N,,Trap,None,Member,N
111,Cat,F,Green,N,,Drop,Throw,Boardwalk,N
90,Duck,F,Aqua,N,,Trap,None,Poetic,N
102,Duck,M,Toonfest blue,N,,Lure,Throw,Poetic,Y
137,Horse,M,Cream,N,,Drop,Trap,Triumphant,N
120,Cat,M,Spooky purple,N,,Trap,Throw,Boardwalk,N
98,Cat,F,Mint green,N,,Drop,None,Poetic,N
73,Bear,M,Lime green,N,,Sound,None,None,N
107,Mouse,M,Green,N,,Trap,Drop,Whimsical,N
124,Cat,F,Pink,N,,Drop,Sound,Shivering,N
99,Cat,M,Sea green,N,,Toon-up,None,None,N
120,Cat,F,Ice blue,N,,Drop,Sound,Silly,N
110,Cat,F,Beige,N,,Drop,Throw,Fancy,N
70,Cat,F,Rose pink,N,,Drop,Throw,None,N
109,Cat,M,Purple,N,,Trap,None,Poetic,Y
131,Cat,F,Ice blue,Y,Teal,Drop,Sound,Western,N
123,Mouse,M,Slate blue,Y,Periwinkle,Drop,Sound,Action,N
85,Mouse,F,Crimson,N,,Trap,None,Shivering,N
128,Mouse,F,Ice blue,N,,Drop,None,Member,N
76,Deer,M,Tan,N,,Trap,Throw,Wonky,N
109,Dog,F,Sea green,N,,Trap,Throw,Poetic,N
81,Dog,M,Bright red,N,,Trap,None,Poetic,N
98,Duck,F,Tan,N,,Trap,None,Poetic,N
103,Rabbit,F,Royal blue,N,,Trap,None,None,N
71,Dog,M,Teal,N,,Trap,None,None,N
79,Rabbit,F,Lavender,N,,Trap,None,None,N
86,Mouse,F,Tan,N,,Drop,None,None,N
113,Rabbit,F,Rose pink,N,,Drop,Trap,Whimsical,N
73,Cat,F,Bright red,N,,Drop,None,None,N
104,Rabbit,M,Aqua,N,,Drop,Lure,Nautical,N
95,Cat,M,Black,N,,Toon-up,Throw,None,N
102,Deer,F,Crimson,N,,Trap,None,Poetic,N
106,Horse,M,Amber,N,,Lure,Throw,Spooky,N
110,Deer,F,Periwinkle,N,,Drop,None,Spooky,N
109,Dog,M,Spooky purple,N,,Drop,None,Spooky,N
112,Cat,M,Toonfest blue,N,,Drop,None,Wonky,N
117,Cat,F,Red,Y,Bubblegum,Drop,Throw,None,N
71,Deer,F,Beige,Y,Dark green,Drop,None,None,N
82,Crocodile,M,Lime green,N,,Drop,Sound,Poetic,N
102,Deer,M,Beige,N,,Trap,Toon-up,Member,N
100,Mouse,F,Teal,N,,Trap,None,Shivering,N
110,Monkey,M,Emerald,Y,Apricot,Drop,Throw,Poetic,N
110,Crocodile,F,Lime green,N,,Drop,Sound,Poetic,N
114,Dog,M,Lavender,Y,Purple,Toon-up,Sound,None,Y
94,Rabbit,F,Rose pink,N,,Trap,None,None,N
102,Rabbit,F,Yellow,N,,Drop,None,Shivering,N
117,Cat,F,Steel blue,N,,Trap,None,Member,N
103,Duck,F,Amber,N,,Trap,None,None,N
111,Cat,M,Bubblegum,Y,Purple,Toon-up,Sound,Boardwalk,N
109,Crocodile,F,Dark green,N,,Trap,Throw,None,N
104,Cat,F,Royal blue,N,,Drop,None,Shivering,N
115,Dog,M,Bright red,N,,Trap,None,None,N
107,Deer,M,Amber,N,,Trap,Throw,None,N
114,Cat,F,Ice blue,N,,Drop,Throw,Western,N
83,Dog,M,Slate blue,N,,Drop,None,Wonky,N
113,Dog,M,Aqua,N,,Drop,Trap,Nautical,N
108,Dog,M,Crimson,N,,Drop,Lure,None,N
125,Bear,M,Spooky purple,N,,Lure,Sound,Shivering,N
107,Dog,M,Brown,N,,Trap,Sound,Boardwalk,N
103,Deer,F,Peach,N,,Trap,None,Spooky,N
115,Cat,M,Green,N,,Toon-up,None,laff o lympics,N
111,Cat,F,Black,N,,Trap,Sound,Poetic,Y
111,Duck,M,Slate blue,N,,Trap,Throw,Shivering,N
79,Mouse,F,Cream,N,,Drop,None,Shivering,N
106,Dog,M,Crimson,N,,Trap,None,Wonky,N
83,Cat,F,Apricot,N,,Drop,None,Spooky,N
76,Crocodile,M,Dark green,N,,Drop,Throw,None,N
96,Cat,F,Bubblegum,N,,Drop,None,None,N
84,Duck,F,Citrine,N,,Toon-up,Throw,None,N
126,Cat,M,Steel blue,Y,Ice blue,Trap,Sound,Action,N
129,Cat,M,Periwinkle,N,,Drop,Sound,Western,N
69,Dog,F,Rose pink,N,,Lure,None,None,N
118,Cat,F,Mint green,Y,Pink,Drop,Throw,Silly,N
110,Cat,M,Beige,N,,Trap,Lure,Poetic,N
107,Cat,M,Emerald,N,,Toon-up,Throw,Poetic,N
122,Rabbit,M,Toonfest blue,N,,Toon-up,Throw,Triumphant,N
137,Cat,M,Steel blue,Y,Crimson,Toon-up,Sound,Spooky,Y
120,Cat,F,Mint green,Y,Rose pink,Trap,Throw,Spooky,Y
134,Dog,M,Periwinkle,N,,Toon-up,None,Shivering,Y
62,Rabbit,F,Amber,N,,Drop,None,None,N
137,Cat,F,Teal,N,,Drop,Throw,Triumphant,N
106,Duck,M,Toonfest blue,N,,Toon-up,None,Poetic,N
74,Cat,F,Mint green,N,,Trap,None,Shivering,N
117,Cat,M,Bubblegum,Y,Ice blue,Drop,Sound,Silly,N
119,Duck,M,Yellow,N,,Drop,None,Wonky,N
75,Deer,F,Slate blue,N,,Trap,None,Spooky,N
106,Cat,F,Black,N,,Drop,Throw,Poetic,N
100,Cat,M,Black,N,,Trap,Throw,None,N
104,Dog,F,Toonfest blue,N,,Drop,None,None,N
123,Cat,M,Toonfest blue,N,,Drop,None,Practical,N
89,Mouse,M,Spooky purple,N,,Trap,Throw,Spooky,N
118,Mouse,F,Periwinkle,Y,Royal blue,Drop,Throw,Wonky,N
129,Cat,F,Red,N,,Drop,None,Wonky,N
110,Cat,F,Brown,Y,Royal blue,Drop,Throw,Fancy,N
137,Rabbit,M,Aqua,Y,Ice blue,Drop,None,Practical,N
104,Cat,M,Light blue,N,,Drop,Lure,Member,N
74,Mouse,F,Coral,N,,Drop,None,None,N
111,Deer,M,Steel blue,N,,Trap,None,Boardwalk,N
137,Duck,F,Cream,Y,Rose pink,Toon-up,Sound,Fancy,N
130,Deer,M,Yellow,N,,Drop,Throw,Poetic,N
94,Dog,M,Green,N,,Drop,None,Shivering,N
76,Duck,F,Cream,N,,Trap,None,Spooky,N
76,Bear,F,Bubblegum,N,,Trap,None,Member,N
104,Dog,M,Blue,Y,Light blue,Trap,Throw,Spooky,N
67,Cat,F,Orange,N,,Drop,Sound,None,N
77,Deer,F,Steel blue,N,,Drop,Squirt,None,N
63,Deer,F,Lavender,Y,Purple,Drop,None,None,N
106,Mouse,F,Peach,N,,Drop,None,Poetic,N
127,Duck,F,Ice blue,Y,Peach,Sound,Throw,Silly,N
129,Deer,F,Toonfest pink,N,,Trap,Throw,Toonfest,N
137,Cat,M,Black,N,,Sound,Throw,Fancy,N
116,Pig,M,Coral,N,,Sound,Throw,Toonfest,N
104,Cat,F,Purple,N,,Toon-up,None,Nautical,N
114,Dog,M,Sienna,N,,Drop,Throw,Nautical,N
109,Mouse,M,Crimson,N,,Drop,Throw,Poetic,N
70,Dog,M,Bright red,N,,Toon-up,Throw,None,N
132,Cat,F,Pink,Y,Teal,Drop,Sound,Silly,N
96,Horse,M,Sea green,Y,Blue,Toon-up,None,None,N
119,Cat,F,Beige,N,,Drop,Throw,Wonky,N
126,Cat,F,Periwinkle,N,,Trap,Throw,Poetic,N
126,Dog,F,Aqua,Y,Purple,Trap,Squirt,None,N
105,Pig,M,Slate blue,N,,Toon-up,Throw,Shivering,N
83,Deer,F,Bubblegum,Y,Apricot,Lure,None,Member,N
86,Cat,F,Peach,N,,Drop,None,Poetic,N
116,Cat,F,Peach,Y,Lavender,Toon-up,None,Boardwalk,N
94,Cat,F,Black,N,,Toon-up,Sound,Spooky,Y
109,Cat,F,Bright red,N,,Trap,None,Poetic,N
75,Deer,F,Steel blue,Y,Ice blue,Drop,Throw,None,N
66,Horse,M,Bubblegum,N,,Trap,None,Member,N
107,Dog,M,Royal blue,N,,Trap,Lure,Poetic,N
113,Monkey,M,Brown,n,,Trap,Throw,Western,N
135,Cat,F,Pink,Y,Teal,Drop,Throw,Whimsical,N
108,Duck,M,Light blue,N,,Drop,Throw,Shivering,N
130,Cat,M,Black,N,,Trap,Throw,Triumphant,N
137,Cat,M,Bubblegum,Y,Purple,Toon-up,Sound,Triumphant,N
109,Duck,M,Cream,N,,Drop,None,Member,N
109,Bear,F,White,N,,Trap,Throw,Poetic,N
106,Cat,F,Ice blue,N,,Trap,Lure,None,N
115,Duck,F,Blue,Y,Slate blue,Trap,Throw,Western,N
106,Cat,M,Ice blue,N,,Lure,Sound,Member,N
70,Cat,F,Periwinkle,N,,Trap,None,Poetic,N
102,Deer,F,Steel blue,N,,Drop,Throw,Member,N
69,Cat,F,Black,N,,Trap,None,Poetic,N
137,Dog,M,Yellow,N,,Trap,None,Triumphant,N
109,Cat,F,Coral,N,,Drop,Throw,Spooky,N
93,Deer,F,Yellow,N,,Trap,None,None,N
107,Deer,F,Light bleue,N,,Trap,Throw,None,N
94,Cat,F,Black,N,,Drop,None,None,N
105,Cat,F,Ice blue,N,,Drop,Throw,Shivering,N
69,Rabbit,F,Rose pink,N,,Trap,None,None,N
81,Cat,M,Steel blue,N,,Trap,Throw,Poetic,N
110,Cat,M,Brown,N,,Trap,None,Boardwalk,N
73,Cat,M,Sea green,N,,Trap,Throw,Spooky,N
107,Duck,F,Periwinkle,N,,Drop,Lure,Poetic,N
135,Duck,M,Amber,N,,Trap,Throw,Nautical,N
119,Cat,F,Black,N,,Sound,Drop,Silly,N
101,Cat,F,Black,N,,Toon-up,Lure,Spooky,N
108,Mouse,M,Steel blue,N,,Toon-up,Squirt,Shivering,N
76,Dog,M,Green,Y,Lime green,Drop,Lure,Shivering,N
75,Dog,M,Bright red,N,,Trap,Lure,None,N
94,Deer,F,Slate blue,N,,Trap,None,None,N
108,Cat,M,Maroon,N,,Trap,Throw,Shivering,N
108,Monkey,M,Dark green,N,,Trap,Sound,Member,N
102,Dog,F,Beige,N,,Toon-up,None,Member,N
72,Duck,M,Sea green,N,,Trap,Sound,None,N
114,Bear,M,Spooky purple,N,,Trap,None,Spooky,N
112,Horse,M,Orange,N,,Toon-up,Trap,None,N
122,Dog,M,Bright red,Y,Sea green,Trap,Sound,Action,N
101,Pig,M,Lavender,N,,Trap,Throw,Poetic,N
116,Bear,M,White,N,,Trap,Toon-up,Practical,N
105,Mouse,M,Steel blue,N,,Trap,None,Silly,N
137,Cat,M,Black,N,,Trap,None,Triumphant,N
65,Pig,F,Rose pink,N,,Trap,Throw,None,N
103,Mouse,M,Brown,N,,Toon-up,Drop,Spooky,N
132,Dog,F,Light blue,Y,Green,Drop,Throw,Spooky,N
122,Cat,F,Lavender,Y,Ice blue,Toon-up,None,Boardwalk,Y
71,Cat,M,Black,N,,Drop,Throw,None,N
122,Bear,M,Brown,N,,Drop,Throw,Boardwalk,N
69,Duck,F,Lavender,N,,Trap,None,None,N
130,Dog,M,Lime green,Y,Green,Drop,Trap,Practical,Y
105,Dog,F,Bubblegum,N,,Drop,Throw,Toonfest,N
105,Deer,F,Steel blue,N,,Drop,Lure,None,N
106,Mouse,M,Bright red,N,,Trap,Drop,Boardwalk,N
121,Horse,M,Royal blue,N,,Drop,Sound,Nautical,N
98,Deer,F,Teal,N,,Trap,None,Wonky,N
79,Duck,F,Pink,N,,Trap,Sound,None,Y
76,Crocodile,M,Dark green,N,,Lure,None,None,N
75,Dog,F,Beige,N,,Drop,None,None,N
77,Mouse,F,Rose pink,N,,Drop,None,None,N
114,Deer,F,Spooky purple,N,,Trap,Drop,Poetic,N
102,Dog,M,Beige,Y,Crimson,Drop,None,Poetic,N
136,Dog,F,Peach,N,,Trap,Sound,Poetic,N
83,Rabbit,F,Red,N,,Toon-up,None,None,N
110,Dog,F,Beige,N,,Drop,Sound,None,N
102,Cat,F,Steel blue,N,,Trap,None,Spooky,N
130,Mouse,F,Steel blue,N,,Drop,None,Wonky,N
125,Dog,M,Lime green,Y,Light blue,Drop,None,Poetic,N
104,Deer,F,Spooky purple,N,,Lure,Trap,None,N
102,Cat,F,Purple,Y,Slate blue,Toon-up,None,Shivering,N
83,Cat,F,Black,N,,Trap,Lure,Spooky,N
135,Cat,M,Emerald,N,,Trap,Throw,Fancy,N
107,Cat,F,Black,N,,Drop,None,Poetic,N
76,Deer,F,Coral,N,,Trap,None,Poetic,N
107,Cat,M,Steel blue,Y,Crimson,Lure,Sound,None,N
107,Cat,M,Steel blue,Y,Crimson,Toon-up,Sound,None,N
110,Duck,M,Cream,Y,Bright red,Drop,None,Poetic,N
105,Cat,F,Apricot,N,,Toon-up,None,Member,N
110,Rabbit,F,Ice blue,N,,Trap,Lure,None,N
102,Rabbit,F,Pink,N,,Toon-up,Drop,Shivering,N
110,Crocodile,F,Green,Y,Aqua,Drop,Throw,Action,N
120,Dog,M,Lime green,N,,Trap,Throw,Wonky,N
101,Mouse,F,Brown,N,,Toon-up,None,None,N
98,Deer,F,Teal,N,,Trap,Nonw,Wonky,N
84,Cat,F,Mint green,N,,Trap,Throw,None,N
73,Horse,M,Orange,Y,Blue,Trap,None,None,N
105,Pig,M,Cream,N,,Lure,None,None,N
123,Cat,M,Light blue,N,,Trap,Throw,Zany,N
101,Rabbit,M,Maroon,N,,Sound,Lure,Shivering,N
73,Mouse,M,Mint green,N,,Toon-up,None,Nautical,N
113,Crocodile,M,Sea green,N,,Drop,None,Shivering,N
105,Pig,F,Royal blue,N,,Trap,Throw,Poetic,N
135,Cat,F,Royal blue,Y,Ice blue,Drop,Throw,Boardwalk,Y
118,Mouse,F,Spooky purple,N,,Trap,Throw,Boardwalk,N
79,Deer,F,Ice blue,N,,Drop,None,Toonfest,N
109,Dog,M,Aqua,N,,Drop,None,Boardwalk,N
102,Rabbit,F,Spooky purple,N,,Trap,None,Boardwalk,N
128,Mouse,M,Ice blue,Y,Steel blue,Trap,Throw,Wonky,N
105,Dog,F,Sea green,N,,Trap,None,None,N
79,Crocodile,F,Mint green,N,,Drop,None,None,N
109,Cat,F,Black,N,,Drop,Throw,Poetic,N
110,Cat,F,Black,N,,Drop,Throw,None,N
119,Cat,F,Steel blue,Y,Ice blue,Trap,Throw,Zany,N
104,Horse,F,Ice blue,N,,Drop,Lure,None,N
74,Cat,F,Rose pink,Y,Green,Lure,None,Poetic,N
102,Dog,M,Aqua,N,,Toon-up,Throw,None,Y
116,Rabbit,M,Sienna,N,,Trap,Sound,Toonfest,N
128,Cat,F,Slate blue,Y,Light blue,Drop,None,Poetic,N
65,Cat,M,Steel blue,N,,Drop,None,Western,N
88,Deer,F,Red,N,,Trap,None,Spooky,N
121,Cat,F,Apricot,N,,Trap,Throw,Poetic,N
127,Duck,M,Aqua,N,,Trap,Throw,None,N
116,Dog,M,Royal blue,N,,Trap,Drop,Boardwalk,N
109,Pig,F,Maroon,N,,Trap,Sound,Shivering,N
94,Rabbit,M,Ice blue,N,,Drop,Throw,None,N
70,Mouse,F,Purple,N,,Drop,None,None,N
108,Duck,F,Peach,N,,Trap,Throw,Wonky,N
79,Bear,M,Beige,N,,Toon-up,Throw,None,N
111,Monkey,F,Green,N,,Trap,Throw,None,N
75,Mouse,F,Crimson,N,,Trap,None,None,N
94,Bear,M,Brown,N,,Trap,None,Member,N
100,Mouse,M,Teal,N,,Drop,Lure,None,N
107,Cat,F,Blue,N,,Drop,None,Poetic,N
106,Cat,M,Beige,N,,Trap,None,Silly,N
114,Dog,F,Bubblegum,N,,Drop,None,Toonfest,N
105,Dog,F,Bubblegum,Y,Crimson,Trap,Throw,Member,N
94,Bear,F,Maroon,N,,Trap,None,None,N
69,Deer,F,Orange,N,,Trap,Throw,Boardwalk,N
104,Duck,F,Amber,N,,Drop,Sound,Shivering,N
103,Cat,F,Light blue,N,,Trap,Lure,Shivering,N
116,Dog,M,Royal blue,N,,Drop,Trap,Poetic,N
118,Dog,M,Tan,N,,Drop,Throw,Poetic,N
74,Dog,F,Yellow,N,,Sound,Trap,None,N
105,Horse,M,Bubblegum,N,,Drop,None,None,N
129,Cat,M,Tan,N,,Trap,Throw,Poetic,N
108,Cat,F,Brown,N,,Lure,Throw,Spooky,N
125,Duck,M,Royal blue,Y,Purple,Trap,Throw,Fancy,N
82,Bear,F,Lavender,N,,Drop,None,None,N
88,Cat,F,Blue,N,,Trap,None,None,N
112,Monkey,M,Ice blue,N,,Trap,None,None,N
85,Mouse,M,Mint green,N,,Trap,Lure,Spooky,N
115,Bear,F,Brown,N,,Drop,Throw,Silly,N
82,Pig,M,Royal blue,N,,Trap,Lure,None,N
109,Crocodile,M,Beige,Y,Aqua,Toon-up,Drop,Boardwalk,N
108,Cat,F,Brown,N,,Trap,Throw,None,Y
123,Mouse,M,Slate blue,Y,Periwinkle,Drop,Sound,Poetic,N
90,Bear,F,Periwinkle,N,,Trap,Throw,Boardwalk,N
79,Cat,F,Light blue,N,,Trap,Sound,Poetic,N
102,Deer,M,Green,Y,Sea green,Sound,Lure,None,N
103,Dog,M,Steel blue,N,,Trap,None,Poetic,N
114,Rabbit,F,Royal blue,N,,Trap,Throw,Wonky,N
107,Rabbit,M,Cream,N,,Drop,None,Silly,N
110,Crocodile,M,Sea green,N,,Drop,Trap,Wonky,N
83,Dog,F,Lavender,Y,Purple,Trap,Drop,Poetic,N
112,Cat,M,Royal blue,N,,Trap,None,Wonky,N
132,Dog,M,Toonfest blue,N,,Trap,Throw,None,N
120,Cat,F,Steel blue,N,,Trap,Throw,Practical,N
83,Cat,F,Cream,N,,Trap,None,Poetic,Y
104,Cat,F,Black,N,,Toon-up,Lure,Poetic,N
103,Monkey,M,Bubblegum,N,,Drop,Toon-up,None,N
67,Cat,F,Periwinkle,N,,Trap,None,None,N
73,Cat,F,Black,N,,Trap,None,None,N
122,Rabbit,F,Lavender,N,,Drop,Lure,Toonfest,N
107,Monkey,F,Mint green,N,,Drop,None,Silly,N
109,Duck,F,Aqua,N,,Drop,None,Practical,N
135,Duck,F,Spooky purple,N,,Drop,None,Poetic,N
105,Dog,F,Bubblegum,N,,Drop,Throw,Toonfest,N
106,Bear,M,Blue,N,,Trap,Lure,None,N
86,Dog,M,Ice blue,N,,Lure,Squirt,Member,N
134,Cat,F,Royal blue,Y,Emerald,Toon-up,Sound,Toonfest,N
69,Duck,F,Aqua,N,,Trap,None,None,N
111,Cat,F,Green,N,,Drop,Throw,Boardwalk,N
96,Cat,F,Beige,N,,Drop,None,None,N
111,Cat,F,Crimson,N,,Trap,Throw,Poetic,N
135,Dog,M,Spooky purple,N,,Toon-up,None,Action,N
122,Cat,F,Ice blue,N,,Trap,Throw,Fancy,N
102,Dog,M,Beige,Y,Crimson,Drop,Throw,Poetic,N
72,Crocodile,M,Rose pink,Y,Pink,Sound,Throw,None,N
127,Cat,F,Black,N,,Toon-up,Drop,None,N
63,Duck,F,Yellow,Y,Purple,Trap,Toon-up,None,N
79,Cat,F,Light blue,N,,Trap,Sound,Poetic,N
105,Dog,M,Orange,N,,Drop,None,Poetic,N
115,Dog,M,Toonfest blue,N,,Toon-up,Sound,Zany,N
109,Bear,M,Bright red,N,,Drop,Lure,Poetic,N
130,Crocodile,M,Cream,N,,Drop,Throw,None,N
68,Cat,M,Green,N,,Trap,Throw,Nautical,N
63,Duck,F,Pink,N,,Trap,None,None,N
124,Cat,F,Brown,N,,Drop,None,Wonky,N
103,Rabbit,F,Coral,N,,Trap,Lure,Poetic,N
115,Bear,M,Brown,N,,Toon-up,None,None,N
123,Dog,M,Blue,N,,Toon-up,Throw,Zany,N
115,Cat,F,Black,N,,Drop,Throw,Whimsical,N
103,Cat,M,Citrine,N,,Trap,None,Silly,N
99,Cat,F,Peach,N,,Drop,None,Poetic,N
70,Cat,F,Light blue,N,,Trap,None,Spooky,N
105,Mouse,M,Tan,N,,Trap,Throw,None,N
105,Mouse,M,Steel blue,N,,Trap,None,Zany,N
86,Dog,M,Sienna,N,,Trap,None,Boardwalk,N
132,Bear,F,Periwinkle,N,,Trap,Sound,Silly,Y
106,Dog,M,Bright red,Y,Cream,Toon-up,Sound,Practical,Y
134,Dog,M,Brown,Y,Purple,Drop,Sound,Poetic,N
137,Dog,M,Yellow,N,,Trap,Throw,Triumphant,N
127,Rabbit,M,Toonfest pink,N,,Drop,None,Boardwalk,N
133,Deer,F,Toonfest pink,N,,Trap,Throw,None,N
88,Dog,F,Orange,N,,Trap,None,None,N
132,Deer,F,Steel blue,N,,Trap,Throw,Member,N
122,Bear,F,Brown,N,,Trap,Throw,Poetic,N
133,Dog,M,Blue,N,,Lure,Throw,Toonfest,N
127,Mouse,M,Ice blue,Y,Cream,Drop,Throw,Silly,Y
86,Cat,F,Tan,N,,Drop,None,Member,N
107,Pig,M,Yellow,N,,Drop,Sound,None,N
100,Pig,M,Yellow,N,,Toon-up,Sound,None,N
101,Pig,M,Yellow,N,,Trap,Sound,None,N
92,Duck,F,Light blue,N,,Trap,None,None,N
78,Mouse,F,Ice blue,N,,Drop,None,None,N
129,Cat,F,Peach,N,,Drop,None,Boardwalk,N
68,Deer,F,Beige,N,,Drop,None,Spooky,N
104,Rabbit,F,Sea green,Y,Mint green,Trap,None,Poetic,N
62,Cat,F,Purple,N,,Trap,None,None,N
66,Duck,F,Apricot,N,,Trap,None,None,N
120,Mouse,F,Cream,N,,Drop,Throw,Poetic,N
112,Dog,F,Rose pink,N,,Trap,None,None,N
85,Cat,F,Peach,N,,Trap,Throw,None,N
96,Rabbit,M,Beige,N,,Drop,Lure,Member,N
116,Duck,F,Ice blue,N,,Trap,None,None,N
96,Dog,M,Brown,N,,Trap,Lure,None,N
112,Duck,F,Pink,N,,Drop,Lure,Poetic,N
107,Dog,F,Toonfest blue,N,,Drop,Lure,None,N
94,Mouse,M,Maroon,N,,Drop,None,Boardwalk,N
98,Deer,F,Periwinkle,N,,Trap,None,Member,N
84,Monkey,M,Crimson,Y,Pink,Drop,None,Shivering,N
113,Cat,M,Crimson,Y,Blue,Trap,Throw,Poetic,Y
91,Cat,M,Aqua,Y,Purple,Drop,None,Poetic,N
110,Crocodile,M,Sea green,N,,Drop,Trap,Wonky,N
99,Dog,M,Dark green,Y,Green,Trap,None,Shivering,N
81,Bear,M,Aqua,N,,Trap,Throw,None,N
68,Pig,F,Periwinkle,N,,Drop,None,Poetic,N
133,Dog,F,Ice blue,Y,Periwinkle,Lure,Sound,Toonfest,Y
131,Dog,M,Orange,N,,Drop,None,Wonky,Y
112,Duck,M,Toonfest blue,N,,Trap,Throw,Shivering,N
102,Monkey,M,Amber,N,,Trap,None,None,N
83,Cat,F,Black,N,,Drop,None,Shivering,N
112,Dog,M,Apricot,N,,Drop,None,Western,N
119,Dog,M,Tan,Y,Crimson,Drop,Throw,Poetic,N
115,Cat,F,Pink,N,,Drop,None,Boardwalk,N
